ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
1307,Tricky,Tricky,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1308,Trigger,Trigger,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1309,Troll,Troll,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1310,Truant,Truant,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1311,Truthful,Truthful,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1312,Try,Try,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1313,Tungsten,Tungsten,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1314,Twinkle,Twinkle,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1315,Twister,Twister,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1316,Typical,Typical,shop,t,,,,,,,1,1,,,0,0,-1,-1,-1,0
1317,u,u,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1318,U,U,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1319,Uber,Uber,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1320,Ultimate,Ultimate,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1321,Ultra,Ultra,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1322,Uncertain,Uncertain,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1323,Undead,Undead,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1324,Under,Under,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1325,Underling,Underling,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1326,Underworld,Underworld,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1327,Unique,Unique,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1328,Unit,Unit,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1329,Unknown,Unknown,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1330,Unlimited,Unlimited,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1331,Unnamed,Unnamed,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1332,Unremarkable,Unremarkable,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1333,Unseen,Unseen,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1334,Unsure,Unsure,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1335,Untainted,Untainted,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1336,Untamed,Untamed,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1337,Untrue,Untrue,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1338,Up,Up,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1339,Us,Us,shop,u,,,,,,,1,1,,,0,0,-1,-1,-1,0
1340,v,v,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1341,V,V,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1342,Vain,Vain,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1343,VALDAMJONG,VALDAMJONG,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1344,Valkyrie,Valkyrie,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1345,Valuation,Valuation,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1346,Vampire,Vampire,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1347,Vampiric,Vampiric,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1348,Vanish,Vanish,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1349,Variable,Variable,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1350,Venus,Venus,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1351,Vertex,Vertex,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1352,Vertical,Vertical,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1353,Very,Very,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1354,Vessel,Vessel,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1355,Victim,Victim,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1356,Victory,Victory,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1357,View,View,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1358,Vile,Vile,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1359,Violence,Violence,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1360,Violet,Violet,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1361,Virtual,Virtual,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1362,Vital,Vital,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1363,VLOV,VLOV,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1364,Vocal,Vocal,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1365,Void,Void,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1366,Volume,Volume,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1367,Voodoo,Voodoo,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1368,Vortex,Vortex,shop,v,,,,,,,1,1,,,0,0,-1,-1,-1,0
1369,w,w,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1370,W,W,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1371,Wage,Wage,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1372,waifu,waifu,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1373,Wall,Wall,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1374,War,War,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1375,Warcueid,Warcueid,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1376,Ward,Ward,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1377,Wasp,Wasp,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1378,Water,Water,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1379,Waterfall,Waterfall,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1380,Wave,Wave,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1381,Way,Way,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1382,We,We,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1383,Weak,Weak,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1384,Weapon,Weapon,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1385,Weight,Weight,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1386,Weirdo,Weirdo,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1387,Well,Well,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1388,Well...,Well...,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1389,Whatnot,Whatnot,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1390,Wherever,Wherever,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1391,While,While,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1392,Who,Who,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1393,Wicked,Wicked,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1394,Wife,Wife,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1395,Wild,Wild,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1396,Wilderness,Wilderness,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1397,Will,Will,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1398,Willpower,Willpower,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1399,Wind,Wind,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1400,Wing,Wing,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1401,Winter,Winter,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1402,Witch,Witch,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1403,Wizard,Wizard,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1404,Wolf,Wolf,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1405,Woman,Woman,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1406,Woman-like,Woman-like,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1407,Womenfolk,Womenfolk,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1408,Wonderful,Wonderful,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1409,Word,Word,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1410,Words,Words,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1411,Work,Work,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1412,wth,wth,shop,w,,,,,,,1,1,,,0,0,-1,-1,-1,0
1413,x,x,shop,x,,,,,,,1,1,,,0,0,-1,-1,-1,0
1414,X,X,shop,x,,,,,,,1,1,,,0,0,-1,-1,-1,0
1415,Xanadu,Xanadu,shop,x,,,,,,,1,1,,,0,0,-1,-1,-1,0
1416,Xmas,Xmas,shop,x,,,,,,,1,1,,,0,0,-1,-1,-1,0
1417,X-ray,X-ray,shop,x,,,,,,,1,1,,,0,0,-1,-1,-1,0
1418,y,y,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1419,Y,Y,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1420,Yay!,Yay!,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1421,Year,Year,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1422,Yearling,Yearling,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1423,Yearning,Yearning,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1424,Years,Years,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1425,ＹＥＳ！,YES,shop,y,,,,,,,1,1,,,0,0,1132,chr013_title_battle_3,13,0
1426,Yet,Yet,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1427,You,You,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1428,Young,Young,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1429,Your,Your,shop,y,,,,,,,1,1,,,0,0,-1,-1,-1,0
1430,z,z,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1431,Z,Z,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1432,Zap,Zap,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1433,Zebra,Zebra,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1434,Zen,Zen,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1435,Zenith,Zenith,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1436,Zero,Zero,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1437,Zeta,Zeta,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1438,Zeus,Zeus,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1439,Zigzag,Zigzag,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1440,Zip,Zip,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1441,Zodiac,Zodiac,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1442,Zone,Zone,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1443,Zoo,Zoo,shop,z,,,,,,,1,1,,,0,0,-1,-1,-1,0
1444,アーカイブ,あーかいぶ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1445,アーキテクチュア,あーきてくちゅあ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1446,アーク,あーく,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1447,アークエンジェル,あーくえんじぇる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1448,アーケード,あーけーど,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1449,アース,あーす,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1450,アースクエイク,あーすくえいく,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1451,アーチ,あーち,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1452,アーチャー,あーちゃー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1453,アーツ,あーつ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1454,アーティクル,あーてぃくる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1455,アーティスト,あーてぃすと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1456,アーティファクト,あーてぃふぁくと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1457,あーぱー吸血姫,あーぱーきゅうけつき,shop,aa,a,,,,,,1,1,,,0,0,1001,chr000_title_ach_1,0,0
4117,ああもう、最っっっ高！,ああもう、さいっっっこう,shop,a,a,,,,,,1,1,,,0,0,1142,chr014_title_battle_1,14,19
1458,愛,あい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1459,あいあい傘,あいあいかさ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1460,アイアン,あいあん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1461,アイアンハート,あいあんはーと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1462,相容れない,あいいれない,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1463,相打ち,あいうち,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1464,アイオン,あいおん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1465,愛好会,あいこうかい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1466,挨拶,あいさつ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1467,アイス,あいす,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1468,アイテム,あいてむ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1469,アイドル,あいどる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1470,相棒,あいぼう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1471,アイリス,あいりす,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1472,アイン,あいん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1473,アヴァロン,あうぁろん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1474,全て遠き理想郷,あうぁろん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1475,アウェー,あうぇー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1476,アウト,あうと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1477,アウトドア,あうとどあ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1478,アウトロー,あうとろー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1479,青い,あおい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1480,蒼い,あおい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1481,葵,あおい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
4118,青子,あおこ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
4135,青子使い,あおこつかい,shop,aa,a,,,,,,1,1,,,0,0,1152,chr015_title_com_2,15,20
4136,青子マスター,あおこますたー,shop,aa,a,,,,,,1,1,,,0,0,1153,chr015_title_com_3,15,20
4137,青子見習い,あおこみならい,shop,aa,a,,,,,,1,1,,,0,0,1151,chr015_title_com_1,15,20
4119,蒼崎,あおざき,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
4120,蒼崎青子,あおざきあおこ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1482,青天井,あおてんじょう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1483,垢,あか,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1484,紅い,あかい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1485,赤い,あかい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1486,赤い鬼神,あかいきしん,shop,aa,a,,,,,,1,1,,,0,0,1063,chr006_title_ach_3,6,0
1487,朱い月,あかいつき,shop,aa,a,,,,,,1,1,,,0,0,1101,chr010_title_ach_1,10,0
1488,アカウント,あかうんと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1489,赤帯,あかおび,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1490,赤紙,あかがみ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1491,赤き,あかき,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1492,アカシア,あかしあ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1493,アカシャの蛇,あかしゃのへび,shop,aa,a,,,,,,1,1,,,0,0,1053,chr005_title_ach_3,5,0
1494,開かず,あかず,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1495,赤水晶,あかすいしょう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1496,赤ちゃん,あかちゃん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1497,暁,あかつき,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1498,赤点,あかてん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1499,赤恥,あかはじ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1500,秋,あき,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1501,空き缶,あきかん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1502,秋桜,あきざくら,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1503,商い,あきない,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1504,秋葉,あきは,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1505,諦め,あきらめ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1506,悪,あく,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1507,アクアリウム,あくありうむ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1508,悪意,あくい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1509,悪逆,あくぎゃく,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1510,悪行,あくぎょう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1511,悪手,あくしゅ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1512,握手,あくしゅ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1513,悪循環,あくじゅんかん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1514,悪女,あくじょ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1515,アクション,あくしょん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1516,悪神,あくじん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1517,アクセサリー,あくせさりー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1518,アクセス,あくせす,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1519,アクセプト,あくせぷと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1520,アクセル,あくせる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1521,アクター,あくたー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1522,アクティブ,あくてぃぶ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1523,悪魔,あくま,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1524,悪夢,あくむ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1525,悪霊,あくりょう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1526,アケゲー,あけげー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1527,憧れ,あこがれ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1528,憧れる,あこがれる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1529,朝,あさ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1530,浅い,あさい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1531,浅上女学院,あさがみじょがくいん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1532,浅上女学院生徒会副会長,あさがみじょがくいんせいとかいふくかいちょう,shop,aa,a,,,,,,1,1,,,0,0,1021,chr002_title_ach_1,2,0
1533,アサシン,あさしん,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1534,浅はかな,あさはかな,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1535,足,あし,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1536,紫陽花,あじさい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1537,味見,あじみ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1538,アズ,あず,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1539,あず,あず,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1540,アズラエル,あずらえる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1541,遊び,あそび,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1542,あたいに惚れんなよべいびー,あたいにほれんなよべいびー,shop,aa,a,,,,,,1,1,,,0,0,1072,chr007_title_battle_2,7,0
1543,アタック,あたっく,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1544,徒花,あだばな,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1545,頭,あたま,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1546,新しい,あたらしい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1547,アダルト,あだると,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1548,圧,あつ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1549,熱い,あつい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1550,暑い,あつい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1551,圧砕,あっさい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1552,アッシュ,あっしゅ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1553,アトリビューター,あとりびゅーたー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1554,アトリビュート,あとりびゅーと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1555,あなた,あなた,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1556,貴方を…犯人です,あなたをはんにんです,shop,aa,a,,,,,,1,1,,,0,0,1012,chr001_title_battle_2,1,0
1557,アナログ,あなろぐ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1558,兄貴,あにき,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1559,アバター,あばたー,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1560,アブノーマル,あぶのーまる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1561,アフレイド,あふれいど,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1562,溢れる,あふれる,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1563,甘い,あまい,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1564,あまえ,あまえ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1565,アマチュア,あまちゅあ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1566,雨,あめ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1567,アメジスト,あめじすと,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1568,荒神,あらがみ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1569,嵐,あらし,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1570,ありがとう,ありがとう,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
4121,有間,ありま,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1571,有間の長女,ありまのちょうじょ,shop,aa,a,,,,,,1,1,,,0,0,1131,chr013_title_ach_1,13,0
4122,有間都古,ありまみやこ,shop,aa,a,,,,,,1,1,,,0,0,-1,-1,-1,0
1572,有間都古使い,ありまみやこつかい,shop,aa,a,,,,,,1,1,,,0,0,1132,chr013_title_com_2,13,0
1573,有間都古マスター,ありまみやこますたー,shop,aa,a,,,,,,1,1,,,0,0,1133,chr013_title_com_3,13,0
1574,有間都古見習い,ありまみやこみならい,shop,aa,a,,,,,,1,1,,,0,0,1131,chr013_title_com_1,13,0
